Index,Concept,Question,Answer,Photo,photo_path
85.0,Pyramid_of_Unas,Quality of construction?,Declining/Ruinous State,,/downloaded_images/img_388.jpg
85.0,Pyramid_of_Unas,What kind of stone used?,Tura limestone,,/downloaded_images/img_389.jpg
85.0,Pyramid_of_Unas,What is mostly destroyed?,Valley temple.,,/downloaded_images/img_390.jpg
85.0,Pyramid_of_Unas,Was it large scale?,No. Smaller.,,/downloaded_images/img_391.jpg
85.0,Pyramid_of_Unas,What is near the Pyramid?,Step Pyramid,,/downloaded_images/img_392.jpg
85.0,Pyramid_of_Unas,Is this historically crucial?,"Yes, Crucially Significant",,/downloaded_images/img_393.jpg
85.0,Pyramid_of_Unas,Inside what Necropolis?,Saqqara necropolis,,/downloaded_images/img_394.jpg
85.0,Pyramid_of_Unas,How many words maximum?,Two-three words,,/downloaded_images/img_395.jpg
85.0,Pyramid_of_Unas,What is crucial knowledge?,Afterlife beliefs,,/downloaded_images/img_396.jpg
85.0,Pyramid_of_Unas,What's this pyramid's state?,Ruinous state,,/downloaded_images/img_397.JPG
85.0,Pyramid_of_Unas,Texts about what beliefs?,Afterlife beliefs.,,/downloaded_images/img_398.jpg
85.0,Pyramid_of_Unas,What dynasty is Unas?,Fifth Dynasty,,/downloaded_images/img_399.jpg
85.0,Pyramid_of_Unas,Texts are precursor to what?,Coffin Texts,,/downloaded_images/img_400.jpg
85.0,Pyramid_of_Unas,What's the pyramid's name?,Pyramid of Unas,,/downloaded_images/img_401.jpg
85.0,Pyramid_of_Unas,Texts on death and what?,"Resurrection, Afterlife.",,/downloaded_images/img_402.jpg
85.0,Pyramid_of_Unas,Where to find info?,Metropolitan Museum,,/downloaded_images/img_403.jpg
85.0,Pyramid_of_Unas,Texts help navigate what?,Afterlife.,,/downloaded_images/img_404.jpg
85.0,Pyramid_of_Unas,What's in ruinous state?,The pyramid.,,/downloaded_images/img_405.jpg
85.0,Pyramid_of_Unas,Who is Zahi?,Egyptologist Author,,/downloaded_images/img_406.jpg
85.0,Pyramid_of_Unas,Was quality high?,"No, declined.",,/downloaded_images/img_407.jpg
85.0,Pyramid_of_Unas,Texts about resurrection?,Pyramid Texts,,/downloaded_images/img_408.jpg
85.0,Pyramid_of_Unas,What happened to temple?,Mostly destroyed.,,/downloaded_images/img_409.JPG
85.0,Pyramid_of_Unas,Who is Mark?,Egyptologist/Author.,,/downloaded_images/img_410.jpg
85.0,Pyramid_of_Unas,Who is Edwards?,Egyptologist author,,/downloaded_images/img_411.jpg
85.0,Pyramid_of_Unas,Who searches JSTOR?,Researchers/Scholars,,/downloaded_images/img_412.jpg
85.0,Pyramid_of_Unas,Which pharaoh constructed it?,Pharaoh Unas,,/downloaded_images/img_413.jpg
85.0,Pyramid_of_Unas,This pyramid is for who?,Pharaoh Unas,,/downloaded_images/img_374.jpg
85.0,Pyramid_of_Unas,What's at the Met?,Egyptian art.,,/downloaded_images/img_375.jpg
86.0,Cairo_Citadel,What city is this?,"Cairo, Egypt.",,/downloaded_images/img_414.jpg
86.0,Cairo_Citadel,Who started construction?,Saladin (Salah al-Din),,/downloaded_images/img_415.jpg
86.0,Cairo_Citadel,What is this place called?,Cairo Citadel,,/downloaded_images/img_416.jpg
86.0,Cairo_Citadel,What is the building material of the prominent mosque?,Alabaster (Mosque),,/downloaded_images/img_417.jpg
86.0,Cairo_Citadel,What is the Citadel on?,Muqattam Hill,,/downloaded_images/img_418.JPG
86.0,Cairo_Citadel,What century did Saladin begin construction?,12th century,,/downloaded_images/img_419.jpg
86.0,Cairo_Citadel,What is this a part of?,Historic Cairo,,/downloaded_images/img_414.jpg
86.0,Cairo_Citadel,What type of structure is this?,Fortified complex,,/downloaded_images/img_415.jpg
86.0,Cairo_Citadel,What hill is it on?,Muqattam Hill,,/downloaded_images/img_416.jpg
86.0,Cairo_Citadel,Is this a modern structure?,No.,,/downloaded_images/img_417.jpg
86.0,Cairo_Citadel,Is this inside or outside?,Outside.,,/downloaded_images/img_418.JPG
86.0,Cairo_Citadel,What style is the main mosque?,Ottoman-style,,/downloaded_images/img_419.jpg
86.0,Cairo_Citadel,What dynasty ruled from here?,Ayyubid to Muhammad Ali,,/downloaded_images/img_414.jpg
86.0,Cairo_Citadel,What is its modern use?,Tourist attraction,,/downloaded_images/img_415.jpg
86.0,Cairo_Citadel,What museum is inside?,Military Museum,,/downloaded_images/img_416.jpg
86.0,Cairo_Citadel,Is it a fort?,"Yes, Fortified complex.",,/downloaded_images/img_417.jpg
86.0,Cairo_Citadel,What can be seen from here?,Panoramic views,,/downloaded_images/img_418.JPG
86.0,Cairo_Citadel,What color is the mosque dome?,Alabaster (likely white),,/downloaded_images/img_419.jpg
86.0,Cairo_Citadel,Whose mosque is prominent?,Muhammad Ali,,/downloaded_images/img_414.jpg
86.0,Cairo_Citadel,What type of site is this?,Historical landmark,,/downloaded_images/img_415.jpg
87.0,Mastabat_al-Fir'aun,What pharaoh is associated with this?,Shepseskaf,,/downloaded_images/img_420.jpg
87.0,Mastabat_al-Fir'aun,What is the shape of the structure?,"Rectangular, elongated.",,/downloaded_images/img_421.JPG
87.0,Mastabat_al-Fir'aun,Where is this monument located?,South Saqqara,,/downloaded_images/img_422.JPG
87.0,Mastabat_al-Fir'aun,What is the monument's core made of?,Roughly hewn limestone.,,/downloaded_images/img_423.jpg
87.0,Mastabat_al-Fir'aun,Is this a pyramid?,"No, rectangular monument",,/downloaded_images/img_424.jpg
87.0,Mastabat_al-Fir'aun,What dynasty did Shepseskaf belong to?,Fourth Dynasty,,/downloaded_images/img_425.jpg
87.0,Mastabat_al-Fir'aun,What was used to case the structure?,Tura limestone.,,/downloaded_images/img_426.jpg
87.0,Mastabat_al-Fir'aun,What is the monument's literal translation?,Pharaoh's Bench,,/downloaded_images/img_420.jpg
87.0,Mastabat_al-Fir'aun,Is the monument well preserved?,Heavily Ruined,,/downloaded_images/img_421.JPG
87.0,Mastabat_al-Fir'aun,What lies inside the monument?,"Burial chamber, passages",,/downloaded_images/img_422.JPG
87.0,Mastabat_al-Fir'aun,"What is in the ""false chamber""?",False sarcophagus.,,/downloaded_images/img_423.jpg
87.0,Mastabat_al-Fir'aun,Is Shepseskaf found inside?,Not found inside.,,/downloaded_images/img_424.jpg
87.0,Mastabat_al-Fir'aun,What is being debated about this monument?,Reasons for deviation.,,/downloaded_images/img_425.jpg
87.0,Mastabat_al-Fir'aun,What is the monument's function?,Funerary complex.,,/downloaded_images/img_426.jpg
87.0,Mastabat_al-Fir'aun,Is this in North Saqqara?,"No, South.",,/downloaded_images/img_420.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What is this hall's name?,Hypostyle Hall,,/downloaded_images/img_427.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,Where is this hall located?,"Luxor, Egypt",,/downloaded_images/img_428.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What is the complex called?,Karnak Temple,,/downloaded_images/img_429.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What is the hall's main purpose?,Temple space,,/downloaded_images/img_430.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,Who started construction?,Seti I,,/downloaded_images/img_431.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,How many central columns?,Twelve columns.,,/downloaded_images/img_427.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,How tall are central columns?,69 feet,,/downloaded_images/img_428.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What are the columns made of?,Sandstone columns,,/downloaded_images/img_429.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What decorates the columns?,Carved reliefs.,,/downloaded_images/img_430.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,Were carvings painted?,"Originally, yes.",,/downloaded_images/img_431.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What lit the hall?,Clerestory windows.,,/downloaded_images/img_427.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What is on the ceiling?,Stars,,/downloaded_images/img_428.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What does it symbolize?,Primordial marsh.,,/downloaded_images/img_429.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What triad is worshipped?,"Amun, Mut, Khonsu",,/downloaded_images/img_430.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What is hall's shape?,Rectangular forest,,/downloaded_images/img_431.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,Who expanded the hall?,"Amenhotep III, Ramesses II",,/downloaded_images/img_427.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,Which kingdom built it?,New Kingdom,,/downloaded_images/img_428.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,How many rows are there?,Sixteen rows,,/downloaded_images/img_429.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,Are side columns shorter?,"Yes, About 33 feet or About 10 meters.",,/downloaded_images/img_430.jpg
88.0,Great_Hypostyle_Hall_of_Karnak,What's inside Karnak?,Hypostyle Hall,,/downloaded_images/img_431.jpg
89.0,Wadi_Degla,What type of area is this?,Protected area.,,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,What country is this wadi in?,Egypt,,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,What is a wadi?,Dry riverbed,,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,What kind of formations are visible?,Limestone cliffs,,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,Is this a popular recreational spot?,"Yes, recreational",,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,What animal might live here?,"Gazelles, Reptiles",,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,Are fossils found here?,"Yes, fossils.",,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,Is it near Cairo?,"Yes, near Cairo.",,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,What sport can be practiced here?,"Hiking, rock climbing",,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,Is this area protected?,"Yes, protected",,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,What desert is it located in?,Eastern Desert,,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,What's it known for?,Protected area,,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,What plant life is present?,Desert flora,,/downloaded_images/img_432.jpg
89.0,Wadi_Degla,Is it a natural reserve?,"Yes, it is.",,/downloaded_images/img_434.jpg
89.0,Wadi_Degla,What organization is named after it?,Sporting Club,,/downloaded_images/img_432.jpg
90.0,Abu_Haggag_Mosque,What city is this in?,"Luxor, Egypt",,/downloaded_images/img_435.jpg
90.0,Abu_Haggag_Mosque,Who is it named after?,Sheikh Yusuf,,/downloaded_images/img_436.jpg
90.0,Abu_Haggag_Mosque,Is it a mosque?,"Yes, mosque.",,/downloaded_images/img_437.jpg
90.0,Abu_Haggag_Mosque,What complex is it in?,Luxor Temple,,/downloaded_images/img_438.jpg
90.0,Abu_Haggag_Mosque,What century was it built?,12th/13th,,/downloaded_images/img_439.jpg
90.0,Abu_Haggag_Mosque,Is it historically significant?,"Yes, believed.",,/downloaded_images/img_440.jpg
90.0,Abu_Haggag_Mosque,Is it religiously significant?,"Yes, very.",,/downloaded_images/img_441.jpg
90.0,Abu_Haggag_Mosque,What type of saint was he?,Sufi saint,,/downloaded_images/img_442.jpg
90.0,Abu_Haggag_Mosque,What's a yearly event?,Annual Moulid,,/downloaded_images/img_443.JPG
90.0,Abu_Haggag_Mosque,Does it attract tourists?,"Yes, tourists",,/downloaded_images/img_444.JPG
90.0,Abu_Haggag_Mosque,What is the building material?,Not specified.,,/downloaded_images/img_445.JPG
90.0,Abu_Haggag_Mosque,Is it inside another structure?,"Yes, Luxor Temple.",,/downloaded_images/img_446.jpg
90.0,Abu_Haggag_Mosque,What dynasty built it?,Ayyubid dynasty,,/downloaded_images/img_447.JPG
90.0,Abu_Haggag_Mosque,Is it still a place of worship?,"Yes, it is.",,/downloaded_images/img_448.jpg
90.0,Abu_Haggag_Mosque,Is there an annual festival?,"Yes, Moulid.",,/downloaded_images/img_449.JPG
90.0,Abu_Haggag_Mosque,Is it a major attraction?,"Yes, notable.",,/downloaded_images/img_450.jpg
90.0,Abu_Haggag_Mosque,Is it in Egypt?,"Yes, Luxor.",,/downloaded_images/img_451.jpg
90.0,Abu_Haggag_Mosque,What's Luxor's patron saint?,Abu al-Haggag,,/downloaded_images/img_452.jpg
90.0,Abu_Haggag_Mosque,Does it have unique architecture?,"Yes, unique blend.",,/downloaded_images/img_453.jpg
90.0,Abu_Haggag_Mosque,What's the festival called?,Annual Moulid,,/downloaded_images/img_454.jpg
91.0,Gayer-Anderson_Museum,What type of building is this?,Museum/Houses,,/downloaded_images/img_470.jpg
91.0,Gayer-Anderson_Museum,What country is this museum in?,Egypt,,/downloaded_images/img_471.jpg
91.0,Gayer-Anderson_Museum,Whose collection is housed here?,Gayer-Anderson's Collection,,/downloaded_images/img_472.jpg
91.0,Gayer-Anderson_Museum,What century are the houses from?,17th century,,/downloaded_images/img_473.jpg
91.0,Gayer-Anderson_Museum,Who restored the houses?,Robert Gayer-Anderson,,/downloaded_images/img_474.JPG
91.0,Gayer-Anderson_Museum,What is next to the museum?,Mosque of Ibn Tulun,,/downloaded_images/img_475.jpg
91.0,Gayer-Anderson_Museum,What kind of architecture is it?,Islamic architecture,,/downloaded_images/img_476.jpg
91.0,Gayer-Anderson_Museum,What does the museum contain?,Artifacts and architecture.,,/downloaded_images/img_477.jpg
91.0,Gayer-Anderson_Museum,Who lived in the houses?,Robert Gayer-Anderson,,/downloaded_images/img_478.JPG
91.0,Gayer-Anderson_Museum,What is its significance?,Islamic art/architecture,,/downloaded_images/img_470.jpg
91.0,Gayer-Anderson_Museum,What is the museum named after?,Robert Gayer-Anderson,,/downloaded_images/img_471.jpg
91.0,Gayer-Anderson_Museum,What kind of officer was he?,British army,,/downloaded_images/img_472.jpg
91.0,Gayer-Anderson_Museum,What year did he start residing?,1935,,/downloaded_images/img_473.jpg
91.0,Gayer-Anderson_Museum,Are there carpets inside?,"Yes, carpets.",,/downloaded_images/img_474.JPG
91.0,Gayer-Anderson_Museum,Are textiles on display?,"Yes, Textiles.",,/downloaded_images/img_475.jpg
91.0,Gayer-Anderson_Museum,What kind of major was he?,Army officer,,/downloaded_images/img_476.jpg
91.0,Gayer-Anderson_Museum,Does it showcase architecture?,"Yes, Islamic architecture",,/downloaded_images/img_477.jpg
91.0,Gayer-Anderson_Museum,Does it have glassware?,"Yes, glassware.",,/downloaded_images/img_478.JPG
91.0,Gayer-Anderson_Museum,Does it have furniture?,"Yes, furniture.",,/downloaded_images/img_470.jpg
91.0,Gayer-Anderson_Museum,Does it include statues?,"Yes, it does.",,/downloaded_images/img_471.jpg
92.0,Bab_Zuwayla,What city is this in?,"Cairo, Egypt",,/downloaded_images/img_479.jpg
92.0,Bab_Zuwayla,What is this structure?,City gate.,,/downloaded_images/img_480.jpg
92.0,Bab_Zuwayla,What is atop the gate?,Minarets of Mosque,,/downloaded_images/img_481.jpg
92.0,Bab_Zuwayla,What century was it built?,11th century,,/downloaded_images/img_482.png
92.0,Bab_Zuwayla,What empire built it?,Fatimid Caliphate,,/downloaded_images/img_483.jpg
92.0,Bab_Zuwayla,What is its other name?,Bawabbat al-Mitwalli,,/downloaded_images/img_484.jpg
92.0,Bab_Zuwayla,What is its main function?,City gate.,,/downloaded_images/img_485.jpg
92.0,Bab_Zuwayla,Can you climb it?,"Yes, you can.",,/downloaded_images/img_486.jpg
92.0,Bab_Zuwayla,Is it a landmark?,"Yes, landmark.",,/downloaded_images/img_487.jpg
92.0,Bab_Zuwayla,What's on the walls?,Islamic ornamentation.,,/downloaded_images/img_488.jpg
92.0,Bab_Zuwayla,What is the wall material?,Stone towers.,,/downloaded_images/img_489.jpg
92.0,Bab_Zuwayla,Is it a tourist spot?,"Yes, popular.",,/downloaded_images/img_490.jpg
92.0,Bab_Zuwayla,Is it world heritage?,"Yes, UNESCO.",,/downloaded_images/img_479.jpg
92.0,Bab_Zuwayla,What's its color?,Stone color.,,/downloaded_images/img_480.jpg
92.0,Bab_Zuwayla,What's above the arch?,Minarets.,,/downloaded_images/img_481.jpg
93.0,Bagawat,What is the image portraying?,Rebellion/Defiance/Revolt,,/downloaded_images/img_491.JPG
93.0,Bagawat,What kind of action is shown?,Rebellion/Defiance/Revolt,,/downloaded_images/img_492.JPG
93.0,Bagawat,What does this image represent?,Rebellion/Defiance,,/downloaded_images/img_493.JPG
93.0,Bagawat,What theme is depicted here?,"Rebellion, Defiance.",,/downloaded_images/img_494.JPG
93.0,Bagawat,What is being challenged?,Established authority.,,/downloaded_images/img_495.JPG
93.0,Bagawat,What word describes this image?,"Rebellion, revolt",,/downloaded_images/img_496.jpg
93.0,Bagawat,What is being resisted?,Established authority.,,/downloaded_images/img_497.JPG
93.0,Bagawat,What is the central idea?,Rebellion/Defiance,,/downloaded_images/img_498.JPG
93.0,Bagawat,What is being defied?,Established authority.,,/downloaded_images/img_499.JPG
93.0,Bagawat,What is shown against authority?,Rebellion/Defiance,,/downloaded_images/img_500.JPG
93.0,Bagawat,What action is implied?,Rebellion/Revolt,,/downloaded_images/img_501.JPG
93.0,Bagawat,What concept is pictured?,Rebellion/Revolt,,/downloaded_images/img_502.JPG
93.0,Bagawat,What is being overturned?,Authority/Power,,/downloaded_images/img_503.JPG
93.0,Bagawat,What power is being questioned?,Established authority.,,/downloaded_images/img_491.JPG
93.0,Bagawat,What force is represented?,Defiance/Rebellion,,/downloaded_images/img_492.JPG
93.0,Bagawat,What kind of change is desired?,Resistance/Defiance,,/downloaded_images/img_493.JPG
93.0,Bagawat,What is the cause of the action?,Established authority,,/downloaded_images/img_494.JPG
93.0,Bagawat,What feeling is conveyed?,"Defiance, Resistance.",,/downloaded_images/img_495.JPG
93.0,Bagawat,What movement is shown?,Rebellion/Revolt.,,/downloaded_images/img_496.jpg
93.0,Bagawat,What is being opposed?,Established authority.,,/downloaded_images/img_497.JPG
94.0,Temple_of_Seti_I_in_Abydos,What is the temple's location?,"Abydos, Egypt",,/downloaded_images/img_504.jpg
94.0,Temple_of_Seti_I_in_Abydos,Who built this temple?,Seti I,,/downloaded_images/img_505.jpg
94.0,Temple_of_Seti_I_in_Abydos,Which pharaoh finished it?,Ramses II,,/downloaded_images/img_506.jpg
94.0,Temple_of_Seti_I_in_Abydos,Who is this temple dedicated to?,Seven deities,,/downloaded_images/img_507.jpg
94.0,Temple_of_Seti_I_in_Abydos,How many deities are honored?,Seven deities.,,/downloaded_images/img_508.jpg
94.0,Temple_of_Seti_I_in_Abydos,Is Osiris honored here?,"Yes, greatly.",,/downloaded_images/img_509.jpg
94.0,Temple_of_Seti_I_in_Abydos,What shape is the layout?,L-shaped layout,,/downloaded_images/img_510.JPG
94.0,Temple_of_Seti_I_in_Abydos,What is behind the temple?,Osireion,,/downloaded_images/img_511.jpg
94.0,Temple_of_Seti_I_in_Abydos,What is the Osireion?,Osiris' tomb.,,/downloaded_images/img_512.jpg
94.0,Temple_of_Seti_I_in_Abydos,What list is found here?,Abydos King List,,/downloaded_images/img_513.jpg
94.0,Temple_of_Seti_I_in_Abydos,Who makes offerings?,"Seti I, Ramses II.",,/downloaded_images/img_514.JPG
94.0,Temple_of_Seti_I_in_Abydos,What do reliefs depict?,Religious rituals.,,/downloaded_images/img_515.jpg
94.0,Temple_of_Seti_I_in_Abydos,Are reliefs high quality?,Exceptionally detailed.,,/downloaded_images/img_516.jpg
94.0,Temple_of_Seti_I_in_Abydos,What is near the Osireion?,Main temple,,/downloaded_images/img_517.JPG
94.0,Temple_of_Seti_I_in_Abydos,Is it well-preserved?,Relatively well.,,/downloaded_images/img_518.jpg
94.0,Temple_of_Seti_I_in_Abydos,What is dismissed as pareidolia?,Abydos Helicopter,,/downloaded_images/img_519.jpg
94.0,Temple_of_Seti_I_in_Abydos,Does it have chapels?,"Yes, Chapels.",,/downloaded_images/img_520.jpg
94.0,Temple_of_Seti_I_in_Abydos,Was it built by Seti I?,"Primarily, yes.",,/downloaded_images/img_521.JPG
94.0,Temple_of_Seti_I_in_Abydos,Are there hypostyle halls?,"Yes, impressive",,/downloaded_images/img_522.jpg
94.0,Temple_of_Seti_I_in_Abydos,What is the dynasty?,19th Dynasty,,/downloaded_images/img_523.jpg
94.0,Temple_of_Seti_I_in_Abydos,What is the main cult center?,Osiris (cult center),,/downloaded_images/img_524.jpg
94.0,Temple_of_Seti_I_in_Abydos,What era is this from?,19th Dynasty,,/downloaded_images/img_525.JPG
94.0,Temple_of_Seti_I_in_Abydos,Where is Upper Egypt?,Egypt.,,/downloaded_images/img_526.JPG
