,Index,Concept,Question,Answer
1834,270.0,Cairo_Opera_House,What purpose served,
1835,271.0,Deir_el-Qadisa_Damyana,What Cultural Category does the object in the image belong to,Religion and belief
1836,271.0,Deir_el-Qadisa_Damyana,Which religion represented,
1837,271.0,Deir_el-Qadisa_Damyana,Which deity worshipped,
1838,271.0,Deir_el-Qadisa_Damyana,What ritual performed,
1839,271.0,Deir_el-Qadisa_Damyana,Which ceremony type,
1840,271.0,Deir_el-Qadisa_Damyana,What offering present,
1841,271.0,Deir_el-Qadisa_Damyana,Which religious symbol,
1842,271.0,Deir_el-Qadisa_Damyana,What scripture shown,
1843,271.0,Deir_el-Qadisa_Damyana,Which holy place,
1844,271.0,Deir_el-Qadisa_Damyana,What architectural style,
1845,271.0,Deir_el-Qadisa_Damyana,Which festival shown,
1846,272.0,"Nubia_Museum,_Aswan",What Cultural Category does the object in the image belong to,Historical Artifacts
1847,272.0,"Nubia_Museum,_Aswan",What object type,
1848,272.0,"Nubia_Museum,_Aswan",Which era dates,
1849,272.0,"Nubia_Museum,_Aswan",Which civilization made,
1850,272.0,"Nubia_Museum,_Aswan",What material crafted,
1851,272.0,"Nubia_Museum,_Aswan",Which purpose served,
1852,272.0,"Nubia_Museum,_Aswan",What inscription reads,
1853,272.0,"Nubia_Museum,_Aswan",What decorative motif,
1854,272.0,"Nubia_Museum,_Aswan",Which museum houses,
1855,272.0,"Nubia_Museum,_Aswan",When discovered,
1856,272.0,"Nubia_Museum,_Aswan",What condition status,
1857,273.0,WV22,What Cultural Category does the object in the image belong to,Famous Landmarks
1858,273.0,WV22,Where exactly located,
1859,273.0,WV22,When established,
1860,273.0,WV22,Who built it,
1861,273.0,WV22,Which ruler commissioned,
1862,273.0,WV22,Which architectural style,
1863,273.0,WV22,What original name,
1864,273.0,WV22,What primary material,
1865,273.0,WV22,What purpose served,
1866,274.0,Shepheard's_Hotel,What Cultural Category does the object in the image belong to,Famous Landmarks
1867,274.0,Shepheard's_Hotel,Where exactly located,
1868,274.0,Shepheard's_Hotel,When established,
1869,274.0,Shepheard's_Hotel,Who built it,
1870,274.0,Shepheard's_Hotel,Which ruler commissioned,
1871,274.0,Shepheard's_Hotel,Which architectural style,
1872,274.0,Shepheard's_Hotel,What original name,
1873,274.0,Shepheard's_Hotel,What primary material,
1874,274.0,Shepheard's_Hotel,What purpose served,
1875,275.0,Ahmed_Shawki_Museum,What Cultural Category does the object in the image belong to,Historical Figures
1876,275.0,Ahmed_Shawki_Museum,Who is depicted,
1877,275.0,Ahmed_Shawki_Museum,Which role held,
1878,275.0,Ahmed_Shawki_Museum,Which era lived,
1879,275.0,Ahmed_Shawki_Museum,Which nationality,
1880,275.0,Ahmed_Shawki_Museum,What attire worn,
1881,275.0,Ahmed_Shawki_Museum,What expression shown,
1882,275.0,Ahmed_Shawki_Museum,What title inscribed,
1883,275.0,Ahmed_Shawki_Museum,Which headgear worn,
1884,275.0,Ahmed_Shawki_Museum,What symbolic object,
1885,275.0,Ahmed_Shawki_Museum,Which achievement noted,
1886,276.0,Pyramid_of_Ahmose,What Cultural Category does the object in the image belong to,Famous Landmarks
1887,276.0,Pyramid_of_Ahmose,Where exactly located,
1888,276.0,Pyramid_of_Ahmose,When established,
1889,276.0,Pyramid_of_Ahmose,Who built it,
1890,276.0,Pyramid_of_Ahmose,Which ruler commissioned,
1891,276.0,Pyramid_of_Ahmose,Which architectural style,
1892,276.0,Pyramid_of_Ahmose,What original name,
1893,276.0,Pyramid_of_Ahmose,What primary material,
1894,276.0,Pyramid_of_Ahmose,What purpose served,
1895,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What Cultural Category does the object in the image belong to,Religion and belief
1896,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Which religion represented,
1897,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Which deity worshipped,
1898,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What ritual performed,
1899,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Which ceremony type,
1900,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What offering present,
1901,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Which religious symbol,
1902,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What scripture shown,
1903,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Which holy place,
1904,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What architectural style,
1905,277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Which festival shown,
1906,278.0,Aswan_Museum,What Cultural Category does the object in the image belong to,Historical Artifacts
1907,278.0,Aswan_Museum,What object type,
1908,278.0,Aswan_Museum,Which era dates,
1909,278.0,Aswan_Museum,Which civilization made,
1910,278.0,Aswan_Museum,What material crafted,
1911,278.0,Aswan_Museum,Which purpose served,
1912,278.0,Aswan_Museum,What inscription reads,
1913,278.0,Aswan_Museum,What decorative motif,
1914,278.0,Aswan_Museum,Which museum houses,
1915,278.0,Aswan_Museum,When discovered,
1916,278.0,Aswan_Museum,What condition status,
1917,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What Cultural Category does the object in the image belong to,Historical Artifacts
1918,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What object type,
1919,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Which era dates,
1920,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Which civilization made,
1921,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What material crafted,
1922,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Which purpose served,
1923,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What inscription reads,
1924,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What decorative motif,
1925,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Which museum houses,
1926,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,When discovered,
1927,279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What condition status,
1928,280.0,Tomb_of_Unknown_Soldier_in_Cairo,What Cultural Category does the object in the image belong to,Famous Landmarks
1929,280.0,Tomb_of_Unknown_Soldier_in_Cairo,Where exactly located,
1930,280.0,Tomb_of_Unknown_Soldier_in_Cairo,When established,
1931,280.0,Tomb_of_Unknown_Soldier_in_Cairo,Who built it,
1932,280.0,Tomb_of_Unknown_Soldier_in_Cairo,Which ruler commissioned,
1933,280.0,Tomb_of_Unknown_Soldier_in_Cairo,Which architectural style,
1934,280.0,Tomb_of_Unknown_Soldier_in_Cairo,What original name,
1935,280.0,Tomb_of_Unknown_Soldier_in_Cairo,What primary material,
1936,280.0,Tomb_of_Unknown_Soldier_in_Cairo,What purpose served,
1937,281.0,"El-Bahr_mosque,_Dumyat",What Cultural Category does the object in the image belong to,Famous Landmarks
1938,281.0,"El-Bahr_mosque,_Dumyat",Where exactly located,
1939,281.0,"El-Bahr_mosque,_Dumyat",When established,
1940,281.0,"El-Bahr_mosque,_Dumyat",Who built it,
1941,281.0,"El-Bahr_mosque,_Dumyat",Which ruler commissioned,
1942,281.0,"El-Bahr_mosque,_Dumyat",Which architectural style,
1943,281.0,"El-Bahr_mosque,_Dumyat",What original name,
1944,281.0,"El-Bahr_mosque,_Dumyat",What primary material,
1945,281.0,"El-Bahr_mosque,_Dumyat",What purpose served,
1946,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What Cultural Category does the object in the image belong to,Religion and belief
1947,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Which religion represented,
1948,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Which deity worshipped,
1949,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What ritual performed,
1950,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Which ceremony type,
1951,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What offering present,
1952,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Which religious symbol,
1953,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What scripture shown,
1954,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Which holy place,
1955,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What architectural style,
1956,282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Which festival shown,
1957,283.0,Rhoda_Island,What Cultural Category does the object in the image belong to,Famous Landmarks
1958,283.0,Rhoda_Island,Where exactly located,
1959,283.0,Rhoda_Island,When established,
1960,283.0,Rhoda_Island,Who built it,
1961,283.0,Rhoda_Island,Which ruler commissioned,
1962,283.0,Rhoda_Island,Which architectural style,
1963,283.0,Rhoda_Island,What original name,
1964,283.0,Rhoda_Island,What primary material,
1965,283.0,Rhoda_Island,What purpose served,
1966,284.0,New_Kalabsha,What Cultural Category does the object in the image belong to,Famous Landmarks
1967,284.0,New_Kalabsha,Where exactly located,
1968,284.0,New_Kalabsha,When established,
1969,284.0,New_Kalabsha,Who built it,
1970,284.0,New_Kalabsha,Which ruler commissioned,
1971,284.0,New_Kalabsha,Which architectural style,
1972,284.0,New_Kalabsha,What original name,
1973,284.0,New_Kalabsha,What primary material,
1974,284.0,New_Kalabsha,What purpose served,
1975,285.0,Mosque_of_Sultan_al-Muayyad,What Cultural Category does the object in the image belong to,Famous Landmarks
1976,285.0,Mosque_of_Sultan_al-Muayyad,Where exactly located,
1977,285.0,Mosque_of_Sultan_al-Muayyad,When established,
1978,285.0,Mosque_of_Sultan_al-Muayyad,Who built it,
1979,285.0,Mosque_of_Sultan_al-Muayyad,Which ruler commissioned,
1980,285.0,Mosque_of_Sultan_al-Muayyad,Which architectural style,
1981,285.0,Mosque_of_Sultan_al-Muayyad,What original name,
1982,285.0,Mosque_of_Sultan_al-Muayyad,What primary material,
1983,285.0,Mosque_of_Sultan_al-Muayyad,What purpose served,
1984,286.0,Egyptian_National_Library,What Cultural Category does the object in the image belong to,Famous Landmarks
1985,286.0,Egyptian_National_Library,Where exactly located,
1986,286.0,Egyptian_National_Library,When established,
1987,286.0,Egyptian_National_Library,Who built it,
1988,286.0,Egyptian_National_Library,Which ruler commissioned,
1989,286.0,Egyptian_National_Library,Which architectural style,
1990,286.0,Egyptian_National_Library,What original name,
1991,286.0,Egyptian_National_Library,What primary material,
1992,286.0,Egyptian_National_Library,What purpose served,
1993,287.0,Pyramid_of_Amenemhat_I,What Cultural Category does the object in the image belong to,Famous Landmarks
1994,287.0,Pyramid_of_Amenemhat_I,Where exactly located,
1995,287.0,Pyramid_of_Amenemhat_I,When established,
1996,287.0,Pyramid_of_Amenemhat_I,Who built it,
1997,287.0,Pyramid_of_Amenemhat_I,Which ruler commissioned,
1998,287.0,Pyramid_of_Amenemhat_I,Which architectural style,
1999,287.0,Pyramid_of_Amenemhat_I,What original name,
2000,287.0,Pyramid_of_Amenemhat_I,What primary material,
2001,287.0,Pyramid_of_Amenemhat_I,What purpose served,
2002,288.0,Sulayman_Pasha_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
2003,288.0,Sulayman_Pasha_Mosque,Where exactly located,
2004,288.0,Sulayman_Pasha_Mosque,When established,
2005,288.0,Sulayman_Pasha_Mosque,Who built it,
2006,288.0,Sulayman_Pasha_Mosque,Which ruler commissioned,
2007,288.0,Sulayman_Pasha_Mosque,Which architectural style,
2008,288.0,Sulayman_Pasha_Mosque,What original name,
2009,288.0,Sulayman_Pasha_Mosque,What primary material,
2010,288.0,Sulayman_Pasha_Mosque,What purpose served,
2011,289.0,Wadi_Hammamat,What Cultural Category does the object in the image belong to,Famous Landmarks
2012,289.0,Wadi_Hammamat,Where exactly located,
2013,289.0,Wadi_Hammamat,When established,
2014,289.0,Wadi_Hammamat,Who built it,
2015,289.0,Wadi_Hammamat,Which ruler commissioned,
2016,289.0,Wadi_Hammamat,Which architectural style,
2017,289.0,Wadi_Hammamat,What original name,
2018,289.0,Wadi_Hammamat,What primary material,
2019,289.0,Wadi_Hammamat,What purpose served,
2020,290.0,Al-Ghuri_Complex,What Cultural Category does the object in the image belong to,Famous Landmarks
2021,290.0,Al-Ghuri_Complex,Where exactly located,
2022,290.0,Al-Ghuri_Complex,When established,
2023,290.0,Al-Ghuri_Complex,Who built it,
2024,290.0,Al-Ghuri_Complex,Which ruler commissioned,
2025,290.0,Al-Ghuri_Complex,Which architectural style,
2026,290.0,Al-Ghuri_Complex,What original name,
2027,290.0,Al-Ghuri_Complex,What primary material,
2028,290.0,Al-Ghuri_Complex,What purpose served,
2029,291.0,Mahmoud_Khalil_Museum,What Cultural Category does the object in the image belong to,Historical Artifacts
2030,291.0,Mahmoud_Khalil_Museum,What object type,
2031,291.0,Mahmoud_Khalil_Museum,Which era dates,
2032,291.0,Mahmoud_Khalil_Museum,Which civilization made,
2033,291.0,Mahmoud_Khalil_Museum,What material crafted,
2034,291.0,Mahmoud_Khalil_Museum,Which purpose served,
2035,291.0,Mahmoud_Khalil_Museum,What inscription reads,
2036,291.0,Mahmoud_Khalil_Museum,What decorative motif,
2037,291.0,Mahmoud_Khalil_Museum,Which museum houses,
2038,291.0,Mahmoud_Khalil_Museum,When discovered,
2039,291.0,Mahmoud_Khalil_Museum,What condition status,
2040,292.0,Petrified_Forest_near_Maadi,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
2041,292.0,Petrified_Forest_near_Maadi,Which landscape type,
2042,292.0,Petrified_Forest_near_Maadi,Which biome present,
2043,292.0,Petrified_Forest_near_Maadi,Which region located,
2044,292.0,Petrified_Forest_near_Maadi,What season shown,
2045,292.0,Petrified_Forest_near_Maadi,Which water body,
2046,292.0,Petrified_Forest_near_Maadi,Which mountain range,
2047,292.0,Petrified_Forest_near_Maadi,What vegetation type,
2048,292.0,Petrified_Forest_near_Maadi,Which wildlife species,
2049,292.0,Petrified_Forest_near_Maadi,What protection status,
2050,292.0,Petrified_Forest_near_Maadi,Which ecological reserve,
2051,293.0,Hatem_Mosque,What Cultural Category does the object in the image belong to,Religion and belief
2052,293.0,Hatem_Mosque,Which religion represented,
2053,293.0,Hatem_Mosque,Which deity worshipped,
2054,293.0,Hatem_Mosque,What ritual performed,
2055,293.0,Hatem_Mosque,Which ceremony type,
2056,293.0,Hatem_Mosque,What offering present,
2057,293.0,Hatem_Mosque,Which religious symbol,
2058,293.0,Hatem_Mosque,What scripture shown,
2059,293.0,Hatem_Mosque,Which holy place,
2060,293.0,Hatem_Mosque,What architectural style,
2061,293.0,Hatem_Mosque,Which festival shown,
2062,294.0,Al-Nur_Mosque,What Cultural Category does the object in the image belong to,Religion and belief
2063,294.0,Al-Nur_Mosque,Which religion represented,
2064,294.0,Al-Nur_Mosque,Which deity worshipped,
2065,294.0,Al-Nur_Mosque,What ritual performed,
2066,294.0,Al-Nur_Mosque,Which ceremony type,
2067,294.0,Al-Nur_Mosque,What offering present,
2068,294.0,Al-Nur_Mosque,Which religious symbol,
2069,294.0,Al-Nur_Mosque,What scripture shown,
2070,294.0,Al-Nur_Mosque,Which holy place,
2071,294.0,Al-Nur_Mosque,What architectural style,
2072,294.0,Al-Nur_Mosque,Which festival shown,
2073,295.0,Alexandria_National_Museum,What Cultural Category does the object in the image belong to,Historical Artifacts
2074,295.0,Alexandria_National_Museum,What object type,
2075,295.0,Alexandria_National_Museum,Which era dates,
2076,295.0,Alexandria_National_Museum,Which civilization made,
2077,295.0,Alexandria_National_Museum,What material crafted,
2078,295.0,Alexandria_National_Museum,Which purpose served,
2079,295.0,Alexandria_National_Museum,What inscription reads,
2080,295.0,Alexandria_National_Museum,What decorative motif,
2081,295.0,Alexandria_National_Museum,Which museum houses,
2082,295.0,Alexandria_National_Museum,When discovered,
2083,295.0,Alexandria_National_Museum,What condition status,
2084,296.0,Alexandria_Stadium,What Cultural Category does the object in the image belong to,Famous Landmarks
2085,296.0,Alexandria_Stadium,Where exactly located,
2086,296.0,Alexandria_Stadium,When established,
2087,296.0,Alexandria_Stadium,Who built it,
2088,296.0,Alexandria_Stadium,Which ruler commissioned,
2089,296.0,Alexandria_Stadium,Which architectural style,
2090,296.0,Alexandria_Stadium,What original name,
2091,296.0,Alexandria_Stadium,What primary material,
2092,296.0,Alexandria_Stadium,What purpose served,
2093,297.0,"Museum_of_Islamic_Art,_Cairo",What Cultural Category does the object in the image belong to,Historical Artifacts
2094,297.0,"Museum_of_Islamic_Art,_Cairo",What object type,
2095,297.0,"Museum_of_Islamic_Art,_Cairo",Which era dates,
2096,297.0,"Museum_of_Islamic_Art,_Cairo",Which civilization made,
2097,297.0,"Museum_of_Islamic_Art,_Cairo",What material crafted,
2098,297.0,"Museum_of_Islamic_Art,_Cairo",Which purpose served,
2099,297.0,"Museum_of_Islamic_Art,_Cairo",What inscription reads,
2100,297.0,"Museum_of_Islamic_Art,_Cairo",What decorative motif,
2101,297.0,"Museum_of_Islamic_Art,_Cairo",Which museum houses,
2102,297.0,"Museum_of_Islamic_Art,_Cairo",When discovered,
2103,297.0,"Museum_of_Islamic_Art,_Cairo",What condition status,
2104,298.0,Tomb_of_Hetepheres,What Cultural Category does the object in the image belong to,Historical Artifacts
2105,298.0,Tomb_of_Hetepheres,What object type,
2106,298.0,Tomb_of_Hetepheres,Which era dates,
2107,298.0,Tomb_of_Hetepheres,Which civilization made,
2108,298.0,Tomb_of_Hetepheres,What material crafted,
2109,298.0,Tomb_of_Hetepheres,Which purpose served,
2110,298.0,Tomb_of_Hetepheres,What inscription reads,
2111,298.0,Tomb_of_Hetepheres,What decorative motif,
2112,298.0,Tomb_of_Hetepheres,Which museum houses,
2113,298.0,Tomb_of_Hetepheres,When discovered,
2114,298.0,Tomb_of_Hetepheres,What condition status,
2115,299.0,Syrian_Monastery,What Cultural Category does the object in the image belong to,Religion and belief
2116,299.0,Syrian_Monastery,Which religion represented,
2117,299.0,Syrian_Monastery,Which deity worshipped,
2118,299.0,Syrian_Monastery,What ritual performed,
2119,299.0,Syrian_Monastery,Which ceremony type,
2120,299.0,Syrian_Monastery,What offering present,
2121,299.0,Syrian_Monastery,Which religious symbol,
2122,299.0,Syrian_Monastery,What scripture shown,
2123,299.0,Syrian_Monastery,Which holy place,
2124,299.0,Syrian_Monastery,What architectural style,
2125,299.0,Syrian_Monastery,Which festival shown,
2126,300.0,Port_Said_Lighthouse,What Cultural Category does the object in the image belong to,Famous Landmarks
2127,300.0,Port_Said_Lighthouse,Where exactly located,
2128,300.0,Port_Said_Lighthouse,When established,
2129,300.0,Port_Said_Lighthouse,Who built it,
2130,300.0,Port_Said_Lighthouse,Which ruler commissioned,
2131,300.0,Port_Said_Lighthouse,Which architectural style,
2132,300.0,Port_Said_Lighthouse,What original name,
2133,300.0,Port_Said_Lighthouse,What primary material,
2134,300.0,Port_Said_Lighthouse,What purpose served,
2135,301.0,Emir_Qurqumas_complex,What Cultural Category does the object in the image belong to,Famous Landmarks
2136,301.0,Emir_Qurqumas_complex,Where exactly located,
2137,301.0,Emir_Qurqumas_complex,When established,
2138,301.0,Emir_Qurqumas_complex,Who built it,
2139,301.0,Emir_Qurqumas_complex,Which ruler commissioned,
2140,301.0,Emir_Qurqumas_complex,Which architectural style,
2141,301.0,Emir_Qurqumas_complex,What original name,
2142,301.0,Emir_Qurqumas_complex,What primary material,
2143,301.0,Emir_Qurqumas_complex,What purpose served,
2144,302.0,Pyramid_of_Pepi_II,What Cultural Category does the object in the image belong to,Famous Landmarks
2145,302.0,Pyramid_of_Pepi_II,Where exactly located,
2146,302.0,Pyramid_of_Pepi_II,When established,
2147,302.0,Pyramid_of_Pepi_II,Who built it,
2148,302.0,Pyramid_of_Pepi_II,Which ruler commissioned,
2149,302.0,Pyramid_of_Pepi_II,Which architectural style,
2150,302.0,Pyramid_of_Pepi_II,What original name,
2151,302.0,Pyramid_of_Pepi_II,What primary material,
2152,302.0,Pyramid_of_Pepi_II,What purpose served,
2153,303.0,Museum_of_Constantine_P._Cavafy,What Cultural Category does the object in the image belong to,Historical Artifacts
2154,303.0,Museum_of_Constantine_P._Cavafy,What object type,
2155,303.0,Museum_of_Constantine_P._Cavafy,Which era dates,
2156,303.0,Museum_of_Constantine_P._Cavafy,Which civilization made,
2157,303.0,Museum_of_Constantine_P._Cavafy,What material crafted,
2158,303.0,Museum_of_Constantine_P._Cavafy,Which purpose served,
2159,303.0,Museum_of_Constantine_P._Cavafy,What inscription reads,
2160,303.0,Museum_of_Constantine_P._Cavafy,What decorative motif,
2161,303.0,Museum_of_Constantine_P._Cavafy,Which museum houses,
2162,303.0,Museum_of_Constantine_P._Cavafy,When discovered,
2163,303.0,Museum_of_Constantine_P._Cavafy,What condition status,
2164,304.0,Lake_Timsah,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
2165,304.0,Lake_Timsah,Which landscape type,
2166,304.0,Lake_Timsah,Which biome present,
2167,304.0,Lake_Timsah,Which region located,
2168,304.0,Lake_Timsah,What season shown,
2169,304.0,Lake_Timsah,Which water body,
2170,304.0,Lake_Timsah,Which mountain range,
2171,304.0,Lake_Timsah,What vegetation type,
2172,304.0,Lake_Timsah,Which wildlife species,
2173,304.0,Lake_Timsah,What protection status,
2174,304.0,Lake_Timsah,Which ecological reserve,
2175,305.0,"Cathedral_of_St._Mark,_Alexandria",What Cultural Category does the object in the image belong to,Religion and belief
2176,305.0,"Cathedral_of_St._Mark,_Alexandria",Which religion represented,
2177,305.0,"Cathedral_of_St._Mark,_Alexandria",Which deity worshipped,
2178,305.0,"Cathedral_of_St._Mark,_Alexandria",What ritual performed,
2179,305.0,"Cathedral_of_St._Mark,_Alexandria",Which ceremony type,
2180,305.0,"Cathedral_of_St._Mark,_Alexandria",What offering present,
2181,305.0,"Cathedral_of_St._Mark,_Alexandria",Which religious symbol,
2182,305.0,"Cathedral_of_St._Mark,_Alexandria",What scripture shown,
2183,305.0,"Cathedral_of_St._Mark,_Alexandria",Which holy place,
2184,305.0,"Cathedral_of_St._Mark,_Alexandria",What architectural style,
2185,305.0,"Cathedral_of_St._Mark,_Alexandria",Which festival shown,
2186,306.0,Pyramid_of_Baka,What Cultural Category does the object in the image belong to,Famous Landmarks
2187,306.0,Pyramid_of_Baka,Where exactly located,
2188,306.0,Pyramid_of_Baka,When established,
2189,306.0,Pyramid_of_Baka,Who built it,
2190,306.0,Pyramid_of_Baka,Which ruler commissioned,
2191,306.0,Pyramid_of_Baka,Which architectural style,
2192,306.0,Pyramid_of_Baka,What original name,
2193,306.0,Pyramid_of_Baka,What primary material,
2194,306.0,Pyramid_of_Baka,What purpose served,
2195,307.0,Fatima_Khatun_Mosque,What Cultural Category does the object in the image belong to,Religion and belief
2196,307.0,Fatima_Khatun_Mosque,Which religion represented,
2197,307.0,Fatima_Khatun_Mosque,Which deity worshipped,
2198,307.0,Fatima_Khatun_Mosque,What ritual performed,
2199,307.0,Fatima_Khatun_Mosque,Which ceremony type,
2200,307.0,Fatima_Khatun_Mosque,What offering present,
2201,307.0,Fatima_Khatun_Mosque,Which religious symbol,
2202,307.0,Fatima_Khatun_Mosque,What scripture shown,
2203,307.0,Fatima_Khatun_Mosque,Which holy place,
2204,307.0,Fatima_Khatun_Mosque,What architectural style,
2205,307.0,Fatima_Khatun_Mosque,Which festival shown,
2206,308.0,Black_Pyramid_of_Amenemhat_III,What Cultural Category does the object in the image belong to,Famous Landmarks
2207,308.0,Black_Pyramid_of_Amenemhat_III,Where exactly located,
2208,308.0,Black_Pyramid_of_Amenemhat_III,When established,
2209,308.0,Black_Pyramid_of_Amenemhat_III,Who built it,
2210,308.0,Black_Pyramid_of_Amenemhat_III,Which ruler commissioned,
2211,308.0,Black_Pyramid_of_Amenemhat_III,Which architectural style,
2212,308.0,Black_Pyramid_of_Amenemhat_III,What original name,
2213,308.0,Black_Pyramid_of_Amenemhat_III,What primary material,
2214,308.0,Black_Pyramid_of_Amenemhat_III,What purpose served,
2215,309.0,"Gebel_el-Teir,_el-Kharga",What Cultural Category does the object in the image belong to,"I need the Wikipedia Summary to categorize Gebel el-Teir, el-Kharga. Please provide the summary."
2216,310.0,Island_of_Bigeh,What Cultural Category does the object in the image belong to,"I am sorry, I can not classify the island without the Wikipedia summary. Please provide the content of the summary."
2217,311.0,"Giyushi_Mosque,_Cairo",What Cultural Category does the object in the image belong to,Religion and belief
2218,311.0,"Giyushi_Mosque,_Cairo",Which religion represented,
2219,311.0,"Giyushi_Mosque,_Cairo",Which deity worshipped,
2220,311.0,"Giyushi_Mosque,_Cairo",What ritual performed,
2221,311.0,"Giyushi_Mosque,_Cairo",Which ceremony type,
2222,311.0,"Giyushi_Mosque,_Cairo",What offering present,
2223,311.0,"Giyushi_Mosque,_Cairo",Which religious symbol,
2224,311.0,"Giyushi_Mosque,_Cairo",What scripture shown,
2225,311.0,"Giyushi_Mosque,_Cairo",Which holy place,
2226,311.0,"Giyushi_Mosque,_Cairo",What architectural style,
2227,311.0,"Giyushi_Mosque,_Cairo",Which festival shown,
2228,312.0,Layer_Pyramid,What Cultural Category does the object in the image belong to,Famous Landmarks
2229,312.0,Layer_Pyramid,Where exactly located,
2230,312.0,Layer_Pyramid,When established,
2231,312.0,Layer_Pyramid,Who built it,
2232,312.0,Layer_Pyramid,Which ruler commissioned,
2233,312.0,Layer_Pyramid,Which architectural style,
2234,312.0,Layer_Pyramid,What original name,
2235,312.0,Layer_Pyramid,What primary material,
2236,312.0,Layer_Pyramid,What purpose served,
2237,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,What Cultural Category does the object in the image belong to,Famous Landmarks
2238,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,Where exactly located,
2239,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,When established,
2240,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,Who built it,
2241,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,Which ruler commissioned,
2242,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,Which architectural style,
2243,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,What original name,
2244,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,What primary material,
2245,313.0,Pyramid_of_Merenre_Nemtyemsaf_I,What purpose served,
2246,314.0,Pyramid_of_Pepi_I,What Cultural Category does the object in the image belong to,Famous Landmarks
2247,314.0,Pyramid_of_Pepi_I,Where exactly located,
2248,314.0,Pyramid_of_Pepi_I,When established,
2249,314.0,Pyramid_of_Pepi_I,Who built it,
2250,314.0,Pyramid_of_Pepi_I,Which ruler commissioned,
2251,314.0,Pyramid_of_Pepi_I,Which architectural style,
2252,314.0,Pyramid_of_Pepi_I,What original name,
2253,314.0,Pyramid_of_Pepi_I,What primary material,
2254,314.0,Pyramid_of_Pepi_I,What purpose served,
2255,315.0,Hurghada_Grand_Aquarium,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
2256,315.0,Hurghada_Grand_Aquarium,Which landscape type,
2257,315.0,Hurghada_Grand_Aquarium,Which biome present,
2258,315.0,Hurghada_Grand_Aquarium,Which region located,
2259,315.0,Hurghada_Grand_Aquarium,What season shown,
2260,315.0,Hurghada_Grand_Aquarium,Which water body,
2261,315.0,Hurghada_Grand_Aquarium,Which mountain range,
2262,315.0,Hurghada_Grand_Aquarium,What vegetation type,
2263,315.0,Hurghada_Grand_Aquarium,Which wildlife species,
2264,315.0,Hurghada_Grand_Aquarium,What protection status,
2265,315.0,Hurghada_Grand_Aquarium,Which ecological reserve,
2266,316.0,KV62,What Cultural Category does the object in the image belong to,Famous Landmarks
2267,316.0,KV62,Where exactly located,
2268,316.0,KV62,When established,
2269,316.0,KV62,Who built it,
2270,316.0,KV62,Which ruler commissioned,
2271,316.0,KV62,Which architectural style,
2272,316.0,KV62,What original name,
2273,316.0,KV62,What primary material,
2274,316.0,KV62,What purpose served,
